id,log_price,property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,description,first_review,host_has_profile_pic,host_identity_verified,host_response_rate,host_since,instant_bookable,last_review,latitude,longitude,name,neighbourhood,number_of_reviews,review_scores_rating,thumbnail_url,zipcode,bedrooms,beds
12388682,4.605170185988092,,,,2,1.0,,,True,,,,True,True,,,True,,33.98945166375593,-118.45208431080717,,,27,93,,,1.0,1.0
2935269,4.941642422609304,,,,2,1.0,,,False,,,,True,False,,,False,,37.77800300110771,-122.42164291531633,,,52,95,,,0.0,1.0
10040637,4.248495242049359,,,,2,1.0,,,True,,,,True,True,,,False,,40.70273759900464,-73.92805680939199,,,42,95,,,1.0,1.0
10236473,4.007333185232471,,,,2,1.5,,,True,,,,True,True,,,False,,40.69406557527357,-73.91124174094854,,,5,100,,,1.0,1.0
6968737,3.49650756146648,,,,1,1.0,,,True,,,,True,True,,,False,,34.209187678878024,-118.3996882519491,,,0,-9223372036854775808,,,1.0,1.0
18393239,5.940171252720432,,,,6,2.0,,,True,,,,True,False,,,False,,37.78734140807171,-122.46082731863258,,,17,96,,,3.0,4.0
16620641,5.393627546352364,,,,2,1.0,,,True,,,,True,False,,,False,,40.71632775079628,-73.95621609005148,,,2,100,,,1.0,1.0
17992312,4.007333185232471,,,,2,1.0,,,True,,,,True,False,,,True,,40.75574628259988,-73.8326128008011,,,12,90,,,1.0,1.0
9773252,5.010635294096256,,,,2,1.0,,,True,,,,True,True,,,False,,40.658794779441074,-73.97732850441844,,,0,-9223372036854775808,,,0.0,2.0
4264211,4.007333185232471,,,,2,1.0,,,True,,,,True,True,,,False,,40.685364335434414,-73.93882797728074,,,0,-9223372036854775808,,,1.0,1.0
12544062,3.912023005428147,,,,3,2.0,,,False,,,,True,True,,,True,,40.70566081609663,-73.91149462723263,,,31,92,,,1.0,1.0
2526345,4.605170185988092,,,,3,1.0,,,True,,,,True,True,,,True,,40.71203270273264,-73.96358744932671,,,27,88,,,1.0,2.0
15247678,3.3672958299864737,,,,4,1.0,,,True,,,,True,True,,,False,,40.690361193275606,-73.95055679246387,,,4,100,,,1.0,4.0
2254469,5.0369526024136295,,,,4,1.0,,,True,,,,True,True,,,False,,40.692504374912346,-73.97143036532974,,,30,92,,,2.0,3.0
21106002,6.396929655216146,,,,8,2.0,,,False,,,,True,False,,,True,,40.73994071517196,-73.99004566459944,,,16,86,,,3.0,5.0
2484207,5.703782474656202,,,,2,1.0,,,True,,,,True,False,,,True,,40.72946079011636,-73.98700416191521,,,1,100,,,1.0,1.0
9366080,4.442651256490317,,,,4,1.0,,,True,,,,True,False,,,False,,34.18835339804176,-118.48451509593214,,,0,-9223372036854775808,,,3.0,5.0
19839317,7.569411792450713,,,,8,3.5,,,True,,,,True,True,,,False,,34.06834747348782,-118.37398108709394,,,1,100,,,3.0,3.0
10074308,4.8283137373023015,,,,4,1.0,,,True,,,,True,False,,,True,,40.61935658622063,-74.03712372140116,,,0,-9223372036854775808,,,1.0,2.0
16263502,5.703782474656202,,,,4,1.0,,,True,,,,True,False,,,False,,37.79958328680009,-122.40624627050634,,,5,96,,,2.0,4.0
14648838,5.598421958998375,,,,2,1.0,,,True,,,,True,True,,,False,,42.36408657859468,-71.05178803985159,,,7,100,,,1.0,2.0
15194928,4.356708826689592,,,,2,1.5,,,False,,,,True,True,,,False,,40.79732777649769,-73.94875063070356,,,0,-9223372036854775808,,,4.0,1.0
13576818,4.700480365792417,,,,2,1.0,,,False,,,,True,False,,,False,,40.72132428687145,-73.98369310985305,,,6,83,,,1.0,1.0
5094335,4.442651256490317,,,,4,1.0,,,True,,,,True,True,,,True,,34.11523359691165,-118.32486305678692,,,9,87,,,0.0,2.0
4738113,6.396929655216146,,,,4,1.0,,,False,,,,True,False,,,False,,38.91512711173333,-77.0438200769698,,,0,-9223372036854775808,,,1.0,2.0
7346941,3.555348061489413,,,,1,2.0,,,True,,,,True,True,,,False,,34.16814103285898,-118.14592791149884,,,2,100,,,1.0,1.0
13707814,3.8918202981106265,,,,2,2.0,,,True,,,,True,False,,,True,,34.03519935503935,-118.2835304998576,,,27,99,,,1.0,1.0
18054278,4.59511985013459,,,,6,1.0,,,True,,,,True,False,,,False,,34.08992855051047,-118.305652820739,,,26,82,,,2.0,4.0
17406413,4.31748811353631,,,,3,1.0,,,True,,,,True,True,,,False,,34.16313783933129,-118.3752118432545,,,13,78,,,1.0,1.0
2197591,5.834810737062608,,,,5,2.0,,,True,,,,True,True,,,False,,42.364795850531934,-71.07010306472651,,,0,-9223372036854775808,,,2.0,2.0
15343791,4.3694478524670215,,,,2,1.0,,,False,,,,True,True,,,False,,40.70473802408347,-73.9299662805251,,,75,95,,,1.0,1.0
16315222,5.010635294096256,,,,4,1.0,,,False,,,,True,True,,,False,,40.66740365551542,-73.96088375884601,,,8,88,,,1.0,2.0
6197217,5.293304824724492,,,,6,2.0,,,True,,,,True,True,,,False,,38.91682436424457,-77.00941041200892,,,43,100,,,2.0,2.0
14655794,3.49650756146648,,,,1,1.0,,,True,,,,True,True,,,False,,40.6697711453288,-73.93181149595634,,,3,93,,,1.0,1.0
9260911,5.075173815233828,,,,6,2.0,,,True,,,,True,True,,,True,,34.06326579745197,-118.4520072774024,,,17,98,,,2.0,4.0
19700646,4.934473933130692,,,,6,1.0,,,True,,,,True,True,,,False,,34.11426206313204,-118.2095906602934,,,0,-9223372036854775808,,,2.0,3.0
16707697,5.1647859739235145,,,,2,1.0,,,False,,,,True,True,,,False,,42.37807868848888,-71.06343261367424,,,128,95,,,1.0,1.0
17333246,4.859812404361672,,,,4,1.0,,,True,,,,True,True,,,True,,34.0269976931951,-118.4806866102248,,,6,100,,,1.0,2.0
14714654,3.912023005428147,,,,1,1.0,,,False,,,,True,True,,,True,,40.69010384265408,-73.91446726990242,,,0,-9223372036854775808,,,1.0,1.0
16014394,4.007333185232471,,,,1,1.0,,,True,,,,True,True,,,True,,40.6984423782433,-73.93618679151002,,,60,93,,,1.0,1.0
4099682,4.8283137373023015,,,,2,1.0,,,True,,,,True,True,,,False,,37.75410875054492,-122.43832124368112,,,90,98,,,1.0,1.0
7921643,3.80666248977032,,,,1,1.0,,,True,,,,True,True,,,False,,40.707233011911285,-73.94938668092846,,,1,100,,,1.0,1.0
8780339,4.59511985013459,,,,2,1.0,,,True,,,,True,True,,,False,,34.100383719331205,-118.31794981911705,,,1,100,,,1.0,1.0
3883401,4.382026634673881,,,,2,1.0,,,True,,,,True,True,,,False,,40.69112332406173,-73.95203308034584,,,52,96,,,1.0,1.0
17100621,5.293304824724492,,,,3,1.0,,,True,,,,True,True,,,False,,38.89395806185488,-77.01907520913286,,,0,-9223372036854775808,,,1.0,1.0
8741446,4.859812404361672,,,,3,1.0,,,True,,,,True,True,,,True,,42.355478183061045,-71.05808820238184,,,15,94,,,1.0,2.0
16352907,5.293304824724492,,,,2,1.0,,,True,,,,True,False,,,False,,40.7288091710584,-74.00152899120116,,,4,90,,,1.0,1.0
20724,4.934473933130692,,,,2,1.0,,,True,,,,True,True,,,False,,33.993489825718264,-118.46886569306687,,,2,80,,,1.0,1.0
7489397,4.31748811353631,,,,2,1.0,,,False,,,,True,False,,,False,,40.77233109982657,-73.9109977983817,,,1,100,,,1.0,1.0
728875,5.700443573390688,,,,4,2.0,,,True,,,,True,True,,,False,,34.04046255522627,-118.52980570534731,,,11,93,,,3.0,3.0
11638339,5.556828061699537,,,,6,2.0,,,False,,,,True,True,,,True,,33.97832480224821,-118.4633210302323,,,22,95,,,2.0,3.0
12497789,4.976733742420574,,,,2,1.0,,,True,,,,True,True,,,False,,40.70427924402205,-73.93210346125609,,,14,97,,,1.0,1.0
7894983,4.867534450455582,,,,2,1.0,,,False,,,,True,False,,,False,,40.74823278455568,-73.97446639383756,,,2,100,,,1.0,1.0
1602772,5.298317366548036,,,,4,2.0,,,True,,,,True,True,,,False,,41.88921150588837,-87.65358996575287,,,18,95,,,2.0,2.0
15787428,4.653960350157523,,,,3,1.0,,,True,,,,True,True,,,False,,38.92844800077502,-77.0229352826353,,,14,92,,,1.0,1.0
18476541,4.8283137373023015,,,,3,1.0,,,True,,,,True,True,,,False,,37.76212201623429,-122.39540903672584,,,254,95,,,0.0,1.0
13800319,4.248495242049359,,,,2,1.0,,,True,,,,True,True,,,False,,40.69951795597571,-73.94751306661264,,,21,93,,,1.0,1.0
1728853,5.010635294096256,,,,2,1.0,,,False,,,,True,False,,,False,,40.7177650839465,-74.01493357097891,,,1,80,,,1.0,1.0
337960,5.3230099791384085,,,,4,1.0,,,True,,,,True,True,,,False,,40.73277484148856,-74.0041335379865,,,6,90,,,2.0,2.0
20955156,5.666426688112433,,,,10,3.0,,,True,,,,True,True,,,True,,34.150785625638015,-117.85376423169656,,,7,97,,,5.0,5.0
7602426,3.4657359027997265,,,,1,1.5,,,False,,,,True,False,,,True,,42.34054213223037,-71.14671037647113,,,1,20,,,1.0,1.0
13327413,4.74493212836325,,,,2,1.0,,,True,,,,True,True,,,False,,40.72224293760264,-73.9900078031354,,,4,95,,,1.0,1.0
15289766,5.187385805840755,,,,2,1.0,,,True,,,,True,True,,,False,,40.74738096435515,-74.00134390580989,,,3,100,,,1.0,1.0
20432170,4.59511985013459,,,,1,1.0,,,False,,,,True,False,,,False,,34.095708942699574,-118.34721536177622,,,4,-9223372036854775808,,,1.0,1.0
14093209,4.454347296253506,,,,1,1.0,,,False,,,,True,False,,,False,,40.73523841445473,-73.98811746604623,,,0,-9223372036854775808,,,1.0,1.0
17384804,4.90527477843843,,,,2,1.0,,,True,,,,True,True,,,False,,40.804206007276406,-73.94301854281319,,,135,93,,,0.0,1.0
755032,5.272999558563747,,,,4,1.0,,,True,,,,True,True,,,False,,34.10493861286746,-118.26745273424164,,,29,99,,,2.0,2.0
13467391,4.442651256490317,,,,2,1.0,,,True,,,,True,True,,,False,,34.09977992976317,-118.22856712454254,,,42,91,,,0.0,1.0
15115673,4.59511985013459,,,,2,1.0,,,True,,,,True,True,,,False,,34.14637989274812,-118.3808032619327,,,7,91,,,1.0,1.0
8595359,5.988961416889862,,,,4,1.0,,,False,,,,True,True,,,False,,40.76380830388853,-73.98508639127769,,,13,93,,,2.0,2.0
7939196,4.867534450455582,,,,6,1.0,,,True,,,,True,True,,,False,,40.74295889359527,-73.99081986447453,,,12,82,,,1.0,3.0
5105516,4.4998096703302615,,,,1,1.0,,,True,,,,True,True,,,False,,37.76356536457112,-122.45119516557403,,,11,100,,,1.0,1.0
18341150,4.02535169073515,,,,2,1.0,,,True,,,,True,False,,,True,,41.962230499084576,-87.65150013907683,,,0,-9223372036854775808,,,1.0,1.0
6224858,6.548219102762372,,,,16,2.0,,,False,,,,True,True,,,True,,37.79885108778527,-122.41861743876272,,,0,-9223372036854775808,,,6.0,10.0
14575962,4.976733742420574,,,,4,1.0,,,True,,,,True,True,,,False,,33.98174970020555,-118.46483699801544,,,55,95,,,0.0,2.0
9929790,6.395261598115449,,,,8,2.0,,,True,,,,True,False,,,False,,40.7224485173584,-73.98335506642701,,,0,-9223372036854775808,,,2.0,4.0
9651070,4.584967478670572,,,,2,1.0,,,False,,,,True,True,,,False,,34.02547125890293,-118.47576004364436,,,0,-9223372036854775808,,,1.0,1.0
17191563,4.007333185232471,,,,2,1.0,,,True,,,,True,True,,,False,,38.96698508166698,-77.01901480698109,,,12,93,,,1.0,1.0
14101449,4.394449154672439,,,,2,1.0,,,True,,,,True,True,,,False,,40.81511699630568,-73.94692437051488,,,64,91,,,1.0,1.0
1466880,4.07753744390572,,,,1,1.0,,,True,,,,True,True,,,False,,40.87246911643464,-73.91927031020266,,,10,90,,,1.0,1.0
14319849,5.1647859739235145,,,,4,1.0,,,True,,,,True,True,,,False,,40.81961076441144,-73.94582820632478,,,44,99,,,1.0,2.0
13453710,3.4011973816621555,,,,1,2.0,,,True,,,,True,False,,,False,,38.89158898803839,-76.93532596223423,,,2,100,,,1.0,1.0
434792,5.521460917862246,,,,8,2.0,,,True,,,,True,True,,,True,,37.711743260509216,-122.3989088973826,,,54,94,,,2.0,4.0
10803794,5.068904202220232,,,,4,2.0,,,True,,,,True,False,,,True,,40.68252013749118,-73.93862545238751,,,36,98,,,2.0,2.0
19664338,5.293304824724492,,,,4,1.0,,,True,,,,True,True,,,False,,40.71568626773004,-73.99173643799482,,,0,-9223372036854775808,,,1.0,1.0
12530488,6.396929655216146,,,,5,1.0,,,True,,,,True,True,,,False,,37.72911872852999,-122.45013182737247,,,0,-9223372036854775808,,,2.0,2.0
15581030,4.941642422609304,,,,4,1.0,,,True,,,,True,True,,,True,,38.893709826684045,-76.98761432186822,,,7,91,,,1.0,1.0
8990226,4.8283137373023015,,,,2,1.0,,,True,,,,True,False,,,False,,34.04575814125481,-118.36365684194652,,,0,-9223372036854775808,,,2.0,2.0
10628277,6.214608098422191,,,,2,1.5,,,False,,,,True,True,,,False,,42.33569353729664,-71.04772416765502,,,0,-9223372036854775808,,,1.0,1.0
16780250,4.605170185988092,,,,3,1.0,,,True,,,,True,True,,,True,,34.112581774270424,-118.36244746699111,,,99,94,,,1.0,1.0
6799722,5.0238805208462765,,,,6,1.0,,,True,,,,True,True,,,True,,34.03088818077473,-118.32348667806832,,,14,99,,,2.0,2.0
618865,6.907755278982138,,,,2,1.0,,,False,,,,True,True,,,False,,40.70511049411266,-74.00942583381035,,,0,-9223372036854775808,,,1.0,2.0
1135064,5.010635294096256,,,,3,1.0,,,True,,,,True,False,,,False,,40.67212420477452,-73.94389684180591,,,0,-9223372036854775808,,,2.0,3.0
16710236,4.189654742026425,,,,2,1.0,,,True,,,,True,True,,,True,,40.79632027498554,-73.94333397816979,,,6,100,,,1.0,1.0
19564384,4.219507705176107,,,,1,1.0,,,True,,,,True,True,,,False,,41.90174493076978,-87.68562929493606,,,18,99,,,1.0,1.0
10253271,4.859812404361672,,,,6,2.0,,,True,,,,True,False,,,True,,41.86459023057793,-87.62640894689443,,,29,96,,,2.0,4.0
15644082,5.5606816310155285,,,,2,1.0,,,True,,,,True,False,,,False,,40.73251427010271,-74.00288989299662,,,0,-9223372036854775808,,,1.0,1.0
14234871,4.691347882229144,,,,2,1.0,,,False,,,,True,True,,,False,,40.73124729184034,-73.9834431113758,,,191,90,,,1.0,1.0
5631995,5.988961416889862,,,,11,3.5,,,True,,,,True,True,,,True,,38.90622587243659,-76.99960818748012,,,57,99,,,4.0,6.0
4083049,5.298317366548036,,,,2,1.0,,,True,,,,True,False,,,False,,40.74394410214546,-73.9810489763717,,,19,96,,,1.0,1.0
21150388,6.684611727667928,,,,4,2.5,,,True,,,,True,True,,,False,,37.785077302159344,-122.43836416366008,,,4,100,,,2.0,2.0
5774013,4.8283137373023015,,,,3,1.0,,,True,,,,True,True,,,True,,34.14946274873625,-118.44695855786225,,,0,-9223372036854775808,,,1.0,1.0
7611169,4.4998096703302615,,,,1,1.0,,,False,,,,True,False,,,False,,40.72563949123391,-73.94885244083713,,,0,-9223372036854775808,,,1.0,1.0
14994292,5.135798437050261,,,,2,1.0,,,True,,,,True,False,,,False,,40.74053525789017,-73.99538203885442,,,4,90,,,0.0,1.0
11679583,5.043425116919247,,,,4,1.0,,,True,,,,True,True,,,True,,34.04021271915836,-118.3405255642784,,,6,100,,,2.0,2.0
10351722,4.74493212836325,,,,3,1.0,,,True,,,,True,True,,,False,,40.88057345610775,-73.83572332686136,,,11,94,,,1.0,2.0
245504,4.0943445622221,,,,1,2.0,,,True,,,,True,True,,,True,,40.704317914319546,-73.92985016936159,,,24,96,,,1.0,1.0
4619162,5.1929568508902095,,,,2,1.5,,,True,,,,True,False,,,False,,40.740220054673365,-74.00093999425847,,,43,92,,,1.0,1.0
2586923,4.605170185988092,,,,2,1.5,,,False,,,,True,False,,,True,,40.70869421958655,-73.94683692512862,,,0,-9223372036854775808,,,1.0,1.0
15275345,4.23410650459726,,,,2,1.0,,,False,,,,True,False,,,False,,38.938359354076574,-77.03168269594389,,,28,96,,,1.0,1.0
7493312,5.3471075307174685,,,,5,1.0,,,True,,,,True,True,,,False,,40.74852509215204,-73.95067860234067,,,13,89,,,2.0,2.0
10968594,5.170483995038151,,,,4,1.0,,,False,,,,True,False,,,False,,40.75855916483149,-73.99056782013065,,,0,-9223372036854775808,,,0.0,1.0
14949545,4.700480365792417,,,,2,1.0,,,True,,,,True,False,,,False,,40.669017009404094,-73.9572942149066,,,12,90,,,1.0,1.0
11742647,3.8918202981106265,,,,2,1.0,,,True,,,,True,False,,,False,,40.698948794634425,-73.91356958189306,,,66,96,,,1.0,2.0
18529703,4.0943445622221,,,,2,1.0,,,False,,,,True,True,,,False,,38.899785866358,-76.97742620208079,,,1,100,,,1.0,1.0
8763676,4.553876891600541,,,,2,1.0,,,True,,,,True,True,,,False,,34.07131155351637,-118.36336072432128,,,3,87,,,1.0,1.0
18329276,3.80666248977032,,,,2,1.0,,,True,,,,True,True,,,False,,40.83048086558113,-73.95009078534943,,,1,100,,,1.0,1.0
11679582,4.859812404361672,,,,4,1.0,,,True,,,,True,False,,,False,,40.67707468779688,-74.0004566876873,,,25,89,,,1.0,2.0
13803420,5.416100402204419,,,,2,1.0,,,False,,,,True,True,,,False,,34.08699287215887,-118.45927162045052,,,0,-9223372036854775808,,,1.0,1.0
19905148,4.4998096703302615,,,,1,1.0,,,True,,,,True,False,,,False,,42.35172557572753,-71.12104523832988,,,0,-9223372036854775808,,,1.0,1.0
14574198,4.7791234931115305,,,,2,1.0,,,True,,,,True,True,,,False,,40.745533706858176,-73.9730209088215,,,3,100,,,1.0,1.0
5761831,4.7791234931115305,,,,2,1.0,,,True,,,,True,True,,,False,,33.98766286738912,-118.46772623155078,,,12,100,,,1.0,1.0
16425763,4.553876891600541,,,,2,1.0,,,False,,,,True,True,,,False,,40.76225831546456,-73.91342206726992,,,0,-9223372036854775808,,,1.0,1.0
15656661,5.010635294096256,,,,5,1.5,,,True,,,,True,True,,,False,,37.77315706600508,-122.42373120747408,,,3,100,,,2.0,3.0
16822873,3.688879454113936,,,,1,1.0,,,False,,,,True,False,,,True,,40.67571361537001,-73.94916334816996,,,0,-9223372036854775808,,,1.0,1.0
3907865,5.293304824724492,,,,4,1.0,,,True,,,,True,True,,,False,,34.06257523300192,-118.29125034386225,,,1,80,,,1.0,2.0
1708262,4.477336814478207,,,,3,1.0,,,True,,,,True,False,,,True,,40.73294235215012,-73.85907515910353,,,0,-9223372036854775808,,,1.0,2.0
14690075,5.5174528964647065,,,,3,1.0,,,False,,,,True,True,,,False,,40.729084279682304,-73.99649547294614,,,51,93,,,1.0,1.0
15942713,5.272999558563747,,,,8,1.0,,,True,,,,True,False,,,False,,40.63431325293551,-73.9629607666977,,,13,82,,,2.0,2.0
19880329,4.59511985013459,,,,4,1.0,,,True,,,,True,True,,,True,,34.077988472850784,-118.3651022782494,,,30,97,,,1.0,2.0
11750272,5.043425116919247,,,,4,1.0,,,False,,,,True,False,,,False,,41.92058483393723,-87.65776685937892,,,0,-9223372036854775808,,,2.0,2.0
1850140,5.703782474656202,,,,6,2.0,,,True,,,,True,False,,,True,,40.74344782070279,-73.98036478607574,,,32,99,,,1.0,3.0
10733505,3.555348061489413,,,,4,2.0,,,True,,,,True,True,,,True,,40.691580101478,-73.91038627513366,,,19,75,,,1.0,4.0
18072133,4.31748811353631,,,,2,1.0,,,True,,,,True,True,,,False,,40.686057861059496,-73.92355757238452,,,7,100,,,1.0,1.0
2625766,5.796057750765373,,,,3,1.0,,,True,,,,True,True,,,False,,40.75293853343173,-73.97190472599543,,,3,80,,,0.0,1.0
288726,3.912023005428147,,,,1,1.0,,,True,,,,True,True,,,False,,40.72250522216567,-73.99956707968329,,,0,-9223372036854775808,,,1.0,1.0
708802,5.703782474656202,,,,8,1.5,,,True,,,,True,True,,,False,,41.92112727102472,-87.70213607094395,,,1,100,,,1.0,2.0
1912357,5.075173815233828,,,,2,2.0,,,True,,,,True,True,,,False,,37.77908156966108,-122.40886113182852,,,8,97,,,1.0,1.0
13045369,4.605170185988092,,,,2,1.0,,,True,,,,True,True,,,False,,40.76958612374332,-73.93373393663346,,,1,-9223372036854775808,,,1.0,1.0
18136478,4.07753744390572,,,,3,1.0,,,False,,,,True,False,,,False,,40.75744554923221,-73.77178268700295,,,10,80,,,1.0,2.0
16856660,3.6635616461296463,,,,4,3.5,,,True,,,,True,True,,,True,,42.28341460075045,-71.06625486924816,,,5,100,,,1.0,2.0
20973084,4.248495242049359,,,,1,1.0,,,True,,,,,,,,False,,40.80172651337076,-73.96625107964144,,,0,-9223372036854775808,,,1.0,1.0
14299164,4.48863636973214,,,,2,2.0,,,True,,,,True,True,,,False,,40.7062702138985,-73.94225706833991,,,2,90,,,1.0,1.0
19200270,3.80666248977032,,,,2,1.0,,,True,,,,True,False,,,False,,33.97456730946599,-118.3082228152767,,,0,-9223372036854775808,,,1.0,1.0
15462217,4.700480365792417,,,,3,1.0,,,True,,,,True,True,,,False,,37.80150925897283,-122.41982150587044,,,139,93,,,1.0,2.0
4873463,3.871201010907892,,,,3,1.0,,,True,,,,True,True,,,False,,40.70569456720821,-73.92268070879706,,,125,96,,,1.0,1.0
13858626,5.521460917862246,,,,5,2.0,,,False,,,,True,True,,,False,,40.761251536256594,-73.92013273163117,,,2,100,,,3.0,3.0
12549742,5.003946305945459,,,,2,1.0,,,True,,,,True,True,,,False,,40.72668575140347,-73.98418830080543,,,129,97,,,0.0,1.0
16808544,5.075173815233828,,,,2,1.0,,,True,,,,True,True,,,False,,37.80369085941343,-122.41721493098208,,,28,98,,,1.0,1.0
8036967,3.4657359027997265,,,,1,1.0,,,True,,,,True,True,,,False,,33.928870706470555,-118.3619711156862,,,6,100,,,0.0,1.0
4281241,4.442651256490317,,,,4,1.0,,,True,,,,True,True,,,False,,41.87627287379846,-87.64486386368311,,,14,94,,,1.0,1.0
18273151,4.941642422609304,,,,4,1.0,,,True,,,,True,True,,,False,,40.74572008514868,-73.99965280565168,,,7,100,,,1.0,1.0
15772118,4.143134726391533,,,,2,1.0,,,False,,,,True,False,,,False,,33.83010974530414,-118.38368993609268,,,1,100,,,1.0,1.0
17269656,4.4998096703302615,,,,2,1.0,,,False,,,,True,False,,,False,,40.75675791460551,-73.96908832556767,,,0,-9223372036854775808,,,1.0,1.0
18464508,5.010635294096256,,,,2,1.0,,,True,,,,True,True,,,False,,40.73394386748068,-73.95655536931196,,,3,93,,,1.0,1.0
24266,3.4657359027997265,,,,1,1.0,,,True,,,,True,True,,,True,,40.682401611961176,-73.91315384991603,,,2,100,,,1.0,1.0
10060797,6.38856140554563,,,,8,2.5,,,True,,,,True,False,,,False,,37.77468271405744,-122.4714942754608,,,1,100,,,4.0,5.0
18714825,5.5606816310155285,,,,3,1.0,,,True,,,,True,True,,,False,,40.71240029957305,-73.96341562521114,,,3,100,,,1.0,2.0
9545064,5.075173815233828,,,,1,1.0,,,True,,,,True,False,,,False,,40.733923555489376,-73.98394989886043,,,0,-9223372036854775808,,,1.0,1.0
9694633,4.382026634673881,,,,2,1.0,,,False,,,,True,True,,,False,,40.72276199030384,-73.94407251378476,,,0,-9223372036854775808,,,1.0,1.0
15937164,5.703782474656202,,,,6,1.0,,,False,,,,True,False,,,True,,38.96808173848852,-77.02557149024005,,,0,-9223372036854775808,,,3.0,1.0
13660425,6.192362489474872,,,,5,2.0,,,True,,,,True,True,,,False,,33.98025507325759,-118.46771848172408,,,43,98,,,3.0,3.0
18894648,5.298317366548036,,,,4,1.0,,,True,,,,True,True,,,False,,40.72796282715465,-73.98467297719937,,,5,92,,,1.0,2.0
10422846,4.976733742420574,,,,7,2.0,,,False,,,,True,True,,,False,,34.015172468012466,-118.37579938015584,,,0,-9223372036854775808,,,2.0,6.0
4638668,4.74493212836325,,,,3,1.0,,,True,,,,True,False,,,False,,40.78389820252716,-73.94822678369195,,,24,95,,,1.0,3.0
13600935,4.691347882229144,,,,2,1.0,,,True,,,,True,True,,,False,,34.06427571260931,-118.34701822905863,,,74,97,,,1.0,1.0
6625283,4.248495242049359,,,,2,1.0,,,False,,,,True,False,,,False,,33.990887010941044,-117.9361727443136,,,3,93,,,1.0,2.0
212297,3.332204510175204,,,,1,1.0,,,False,,,,True,False,,,True,,33.78169256933265,-118.14288794383216,,,0,-9223372036854775808,,,1.0,1.0
4874722,4.48863636973214,,,,1,2.5,,,True,,,,True,True,,,True,,34.085040422527264,-118.34788666913126,,,79,100,,,1.0,1.0
18311288,3.80666248977032,,,,2,1.0,,,True,,,,True,True,,,False,,41.939956238015135,-87.75531853898565,,,6,93,,,1.0,1.0
15629616,5.298317366548036,,,,3,1.0,,,True,,,,,,,,True,,40.71943092734447,-73.9873360957999,,,7,91,,,1.0,2.0
3792523,4.718498871295094,,,,5,1.5,,,True,,,,True,True,,,False,,37.73522574618142,-122.39437925065658,,,318,87,,,1.0,2.0
400478,6.228511003591184,,,,2,2.5,,,False,,,,True,True,,,False,,38.900314749990685,-77.00064830832996,,,0,-9223372036854775808,,,1.0,2.0
13083240,3.610917912644224,,,,1,1.0,,,True,,,,True,True,,,False,,40.644111049571656,-74.01645038322609,,,9,82,,,1.0,1.0
4793938,4.5217885770490405,,,,2,1.0,,,True,,,,True,True,,,False,,34.15199729453538,-118.403745611528,,,3,100,,,1.0,1.0
9015954,5.293304824724492,,,,5,2.0,,,False,,,,True,False,,,True,,38.888544763739866,-76.97899955689972,,,1,-9223372036854775808,,,2.0,2.0
449660,3.80666248977032,,,,2,1.0,,,True,,,,True,True,,,True,,34.20477126039823,-118.538213352275,,,0,-9223372036854775808,,,1.0,1.0
1609676,3.80666248977032,,,,1,1.5,,,True,,,,True,True,,,False,,40.70032735156035,-73.93964165593837,,,6,90,,,1.0,1.0
1109548,4.941642422609304,,,,2,1.0,,,True,,,,True,True,,,True,,34.08539350552584,-118.36747231566866,,,33,96,,,0.0,1.0
5132940,5.416100402204419,,,,2,1.0,,,False,,,,True,True,,,True,,42.35257828561665,-71.08259945045045,,,187,85,,,1.0,1.0
454188,5.187385805840755,,,,4,1.0,,,True,,,,True,True,,,False,,38.915504325590746,-77.03307139979049,,,33,96,,,1.0,1.0
16415389,4.248495242049359,,,,2,1.0,,,False,,,,True,False,,,False,,34.23213366949903,-118.49427373105364,,,0,-9223372036854775808,,,1.0,1.0
20304639,3.912023005428147,,,,3,1.0,,,False,,,,True,True,,,False,,34.03140726312107,-118.28784087707068,,,0,-9223372036854775808,,,1.0,3.0
16918135,5.703782474656202,,,,9,3.5,,,True,,,,True,True,,,False,,42.31019568278789,-71.09904384916835,,,1,100,,,4.0,5.0
18841599,4.700480365792417,,,,2,1.0,,,True,,,,True,True,,,True,,37.77318337973388,-122.44147942754196,,,0,-9223372036854775808,,,1.0,1.0
10752160,7.1308988302963465,,,,16,1.0,,,False,,,,True,True,,,True,,34.04173719719327,-118.2645101783422,,,0,-9223372036854775808,,,0.0,1.0
20676044,4.382026634673881,,,,2,1.0,,,True,,,,True,True,,,False,,40.793958790402215,-73.97058920192553,,,35,92,,,1.0,1.0
18239740,4.867534450455582,,,,5,1.0,,,True,,,,True,False,,,False,,40.816318147576936,-73.90991353365261,,,14,97,,,3.0,3.0
6522149,5.3706380281276624,,,,2,1.0,,,True,,,,True,False,,,False,,40.77733660441711,-73.98068727641457,,,3,87,,,1.0,1.0
4701058,3.912023005428147,,,,2,1.0,,,False,,,,True,True,,,False,,34.229460526315854,-118.5810313409056,,,3,93,,,1.0,1.0
169306,4.31748811353631,,,,3,1.0,,,False,,,,True,True,,,False,,38.93940818520111,-76.99004930333486,,,0,-9223372036854775808,,,0.0,2.0
17665510,4.248495242049359,,,,1,1.0,,,True,,,,True,False,,,False,,40.70070182896556,-73.91565791919653,,,0,-9223372036854775808,,,1.0,1.0
